,Price
15111,53.0
13012,80.0
1831,55.0
5333,50.0
7728,100.0
13179,75.0
5654,59.0
4484,40.0
12477,35.0
8804,50.0
13143,23.0
7561,70.0
290,35.0
5138,64.0
1790,88.0
7804,48.0
9889,125.0
13542,144.0
14184,30.0
8895,65.0
14428,40.0
12426,40.0
12299,70.0
4480,70.0
7015,95.0
9053,75.0
14060,105.0
9543,35.0
2771,45.0
2645,35.0
9183,80.0
6734,90.0
12883,80.0
10833,60.0
13407,60.0
439,21.0
5968,38.0
7338,49.0
2146,70.0
14515,26.0
10501,55.0
9089,25.0
8193,115.0
12235,63.0
271,13.0
14425,50.0
9627,39.0
15623,190.0
11063,18.0
14204,18.0
6001,14.0
188,27.0
3133,77.0
9160,107.0
6768,75.0
5981,40.0
6858,30.0
4471,60.0
5642,30.0
1551,50.0
8559,50.0
4582,100.0
8044,55.0
9611,21.0
5598,29.0
11633,25.0
12888,75.0
10797,29.0
8961,50.0
13658,39.0
3706,103.0
9009,50.0
6076,52.0
1618,50.0
8017,30.0
9967,90.0
2390,30.0
7301,100.0
13727,60.0
6581,40.0
3344,26.0
2385,59.0
7109,59.0
13136,23.0
5929,35.0
10193,50.0
15108,30.0
5645,42.0
14670,49.0
11887,64.0
5621,38.0
11013,35.0
5845,85.0
2091,15.0
661,15.0
5609,40.0
11504,55.0
1604,29.0
14250,24.0
8711,56.0
8907,39.0
8265,70.0
12654,110.0
6908,95.0
14928,149.0
2325,20.0
759,55.0
5314,50.0
9714,90.0
5452,27.0
7216,45.0
8316,25.0
3713,61.0
5732,70.0
15380,40.0
4782,100.0
9605,45.0
13183,29.0
3149,64.0
305,40.0
5366,70.0
1537,40.0
1842,25.0
9558,23.0
7271,16.0
14254,50.0
4615,70.0
3464,60.0
11256,95.0
8503,59.0
13807,100.0
4834,69.0
14443,51.0
5997,65.0
12555,230.0
8059,79.0
4611,17.0
904,86.0
7747,52.0
182,30.0
5202,89.0
179,29.0
9494,29.0
10596,31.0
3419,60.0
1943,55.0
12700,42.0
1052,108.0
8348,37.0
13139,40.0
2202,85.0
7637,65.0
1222,73.0
5838,25.0
14622,45.0
13211,82.0
5985,50.0
8730,60.0
3413,60.0
11031,53.0
14054,73.0
13627,185.0
1276,60.0
2380,58.0
4252,48.0
3328,25.0
4938,33.0
6096,26.0
1616,31.0
5323,50.0
2546,51.0
4460,30.0
13539,70.0
12247,29.0
9061,31.0
4791,42.0
5208,245.0
11877,40.0
12565,46.0
6516,110.0
12881,35.0
3784,35.0
3370,62.0
14414,35.0
4206,41.0
11543,52.0
12887,55.0
11522,42.0
2906,30.0
10308,70.0
10072,53.0
806,35.0
5976,39.0
2618,70.0
8455,30.0
10088,35.0
2473,150.0
11465,38.0
3875,25.0
14623,17.0
9904,53.0
257,43.0
9321,25.0
8834,85.0
8841,50.0
14417,210.0
3400,18.0
14285,230.0
4344,40.0
10761,85.0
12720,45.0
7831,27.0
10367,86.0
6671,79.0
13831,89.0
4664,40.0
780,30.0
8801,70.0
6189,60.0
11508,45.0
4014,50.0
3692,33.0
6883,60.0
10432,51.0
12523,50.0
5267,60.0
6576,50.0
1144,45.0
861,65.0
9829,30.0
14867,50.0
4767,48.0
9490,68.0
14105,35.0
14712,8.0
5980,23.0
482,50.0
12912,40.0
14449,28.0
5763,75.0
293,25.0
7185,22.0
11601,40.0
2280,49.0
8546,35.0
7063,59.0
7405,30.0
5293,35.0
6217,34.0
4233,29.0
5459,80.0
4196,70.0
7191,50.0
10346,39.0
3011,100.0
13578,35.0
14325,55.0
12296,39.0
2880,59.0
5712,85.0
3243,50.0
3611,90.0
238,49.0
7467,40.0
2476,17.0
12202,35.0
13811,80.0
13668,43.0
8963,30.0
1598,40.0
14795,79.0
3327,48.0
13713,68.0
9388,50.0
13131,50.0
13554,82.0
12146,20.0
6884,32.0
5381,59.0
2178,105.0
4245,24.0
13414,65.0
14997,59.0
7795,60.0
2728,14.0
11482,22.0
8678,40.0
8227,12.0
9350,30.0
7414,27.0
1672,23.0
10723,50.0
7077,21.0
10477,12.0
6237,60.0
14990,45.0
9835,30.0
3952,49.0
5124,30.0
3985,55.0
12075,155.0
14362,45.0
3600,25.0
5724,30.0
5661,35.0
6411,65.0
829,30.0
12333,19.0
2224,70.0
15192,140.0
7882,85.0
3155,30.0
12338,59.0
6303,37.0
1738,11.0
6696,75.0
12543,35.0
3304,50.0
8410,71.0
7367,45.0
12326,100.0
11783,90.0
4127,24.0
14159,47.0
8366,17.0
14803,45.0
7979,30.0
15658,32.0
12102,52.0
15137,45.0
3004,22.0
9813,45.0
8508,40.0
2675,45.0
10743,35.0
11856,35.0
9523,33.0
15591,45.0
2847,67.0
9019,45.0
15597,110.0
1432,70.0
9685,42.0
3533,95.0
977,35.0
8209,35.0
704,50.0
1034,30.0
13800,75.0
11797,70.0
10467,79.0
5340,26.0
2098,14.0
6786,39.0
11997,50.0
2221,35.0
848,120.0
9108,40.0
15203,26.0
4231,60.0
11493,86.0
13161,40.0
1035,60.0
121,90.0
15225,91.0
14600,340.0
3048,120.0
13825,77.0
14019,70.0
6235,99.0
10219,45.0
13906,229.0
725,184.0
3837,90.0
5271,15.0
7489,40.0
8662,28.0
13191,25.0
9024,28.0
1421,155.0
15202,140.0
368,55.0
12113,125.0
5883,29.0
13907,45.0
6944,40.0
2512,36.0
11311,55.0
11526,50.0
14954,40.0
7121,25.0
6070,32.0
5660,30.0
2169,36.0
13976,24.0
3034,40.0
10768,100.0
14015,35.0
12125,45.0
13202,41.0
12433,28.0
11306,45.0
9753,85.0
10398,85.0
14961,40.0
8343,40.0
13402,200.0
4417,40.0
86,86.0
2458,60.0
8258,30.0
1634,35.0
534,30.0
1425,28.0
6408,82.0
14576,27.0
10739,70.0
1970,19.0
11524,180.0
11821,30.0
5696,50.0
2474,25.0
9598,30.0
7530,65.0
6999,100.0
5566,81.0
3029,30.0
6309,39.0
14366,30.0
9896,38.0
4071,155.0
14846,90.0
5850,296.0
743,80.0
5591,66.0
37,45.0
844,39.0
7528,131.0
11817,65.0
6261,92.0
8324,60.0
3085,30.0
1894,50.0
13001,30.0
6569,55.0
15583,46.0
1392,70.0
4735,40.0
8161,70.0
6630,145.0
1376,50.0
13669,26.0
5788,30.0
9451,56.0
14675,40.0
3337,27.0
15417,20.0
8875,40.0
8654,50.0
4214,56.0
4827,30.0
5025,125.0
5026,50.0
1001,18.0
7508,48.0
1080,40.0
11213,25.0
376,50.0
14814,40.0
7577,80.0
8564,40.0
8276,35.0
3158,45.0
15373,67.0
1635,45.0
9479,25.0
356,39.0
13620,30.0
13989,94.0
7133,280.0
1715,50.0
3643,23.0
562,30.0
205,25.0
195,17.0
2279,28.0
12458,65.0
12340,22.0
5408,18.0
8927,35.0
14812,65.0
1826,39.0
4503,46.0
8593,65.0
5412,35.0
10228,100.0
13683,80.0
11325,50.0
11843,45.0
14423,35.0
5157,35.0
3146,27.0
11908,59.0
11174,57.0
4526,39.0
12983,24.0
14546,60.0
2765,34.0
1420,37.0
14502,69.0
10012,18.0
2375,70.0
2029,115.0
4210,29.0
2282,23.0
11096,65.0
5835,57.0
5040,45.0
1149,37.0
2722,18.0
3968,155.0
2922,24.0
6798,42.0
2311,35.0
9885,33.0
3549,36.0
1191,120.0
10410,42.0
12874,66.0
1571,65.0
3204,62.0
15527,35.0
683,50.0
9348,30.0
8609,73.0
15662,53.0
9220,75.0
1012,20.0
12775,69.0
7759,105.0
15326,29.0
9803,144.0
13137,75.0
10696,22.0
4189,79.0
5196,85.0
8136,18.0
11335,30.0
8321,27.0
2540,80.0
5194,20.0
8838,59.0
6364,59.0
7729,57.0
6418,67.0
13060,93.0
7873,24.0
781,23.0
12509,180.0
11851,55.0
15235,18.0
1118,79.0
6782,49.0
10577,18.0
7394,55.0
1578,55.0
11869,99.0
11417,50.0
3148,105.0
5320,35.0
11390,30.0
8077,25.0
610,50.0
12746,38.0
11489,41.0
10508,54.0
5978,57.0
4554,47.0
5541,62.0
13736,30.0
3811,32.0
4980,40.0
2508,35.0
1911,50.0
1896,50.0
5154,30.0
7750,30.0
3233,39.0
4101,145.0
8363,50.0
7196,49.0
3640,59.0
6457,39.0
4619,25.0
5782,44.0
1308,25.0
429,90.0
12677,22.0
14609,31.0
8054,25.0
4044,89.0
12323,45.0
5561,130.0
10708,75.0
1065,39.0
4046,60.0
4322,84.0
2455,80.0
339,55.0
8514,215.0
5879,53.0
5020,18.0
7836,25.0
2237,25.0
5277,41.0
13787,59.0
1749,25.0
6823,109.0
8055,58.0
8125,18.0
5018,95.0
10265,32.0
13460,24.0
13316,59.0
10771,80.0
4529,22.0
8522,16.0
11227,15.0
7491,45.0
14615,25.0
2084,25.0
3134,48.0
8176,49.0
10682,36.0
11250,62.0
1766,100.0
12425,135.0
95,70.0
11982,90.0
14317,70.0
3766,60.0
4692,34.0
2395,35.0
6252,25.0
2018,39.0
5014,50.0
4537,40.0
14215,25.0
6926,139.0
6247,29.0
2032,25.0
5590,80.0
15673,85.0
524,46.0
9127,90.0
12703,50.0
985,27.0
12975,100.0
6341,57.0
933,30.0
3147,22.0
2156,50.0
8912,89.0
3280,30.0
7907,68.0
5172,100.0
2697,100.0
13761,36.0
13287,75.0
10659,120.0
8418,21.0
9770,28.0
10350,50.0
13082,120.0
14066,25.0
9219,50.0
1140,55.0
8096,40.0
8247,50.0
4987,40.0
10875,30.0
12861,58.0
13377,95.0
5548,36.0
2989,159.0
7693,69.0
1293,190.0
7971,125.0
6561,60.0
12193,68.0
6123,80.0
10214,35.0
2840,34.0
11498,65.0
15480,69.0
5523,159.0
2242,40.0
3418,27.0
15037,40.0
12646,62.0
11942,100.0
1999,30.0
4264,60.0
6725,75.0
7634,27.0
4011,40.0
8320,25.0
5299,90.0
12384,30.0
12552,39.0
6772,60.0
9998,48.0
9718,16.0
2995,25.0
4738,70.0
5682,90.0
12045,350.0
7030,89.0
936,40.0
12220,125.0
2299,25.0
763,30.0
15324,40.0
14575,40.0
3772,79.0
14658,199.0
10008,149.0
10814,40.0
6012,35.0
3523,58.0
1576,69.0
2524,267.0
13447,95.0
10710,35.0
14705,80.0
7723,59.0
11138,38.0
8938,15.0
4171,18.0
594,115.0
10364,50.0
6346,40.0
1026,20.0
5332,50.0
770,45.0
5158,40.0
26,35.0
7149,25.0
2769,95.0
7663,85.0
590,26.0
3013,39.0
11927,55.0
13851,65.0
3675,40.0
5862,89.0
4080,80.0
12741,35.0
841,45.0
8517,49.0
10354,39.0
4022,68.0
15375,49.0
11690,33.0
530,94.0
5530,96.0
15526,35.0
14113,16.0
66,25.0
13258,70.0
12657,30.0
3546,14.0
5056,35.0
5767,49.0
5604,100.0
11259,35.0
11538,30.0
14100,40.0
12221,69.0
3030,17.0
777,86.0
7768,110.0
4593,35.0
15640,40.0
1332,650.0
13328,50.0
12753,57.0
3170,35.0
11754,15.0
13681,55.0
7469,29.0
14784,65.0
15112,90.0
8709,30.0
10443,53.0
13299,93.0
15254,40.0
5118,25.0
2271,35.0
13157,120.0
8076,27.0
8411,29.0
11759,27.0
5216,35.0
568,75.0
6069,118.0
12895,190.0
5823,19.0
12067,95.0
3606,30.0
3631,50.0
5698,25.0
11747,40.0
10051,50.0
5718,70.0
8726,34.0
4175,50.0
3991,39.0
8771,35.0
15209,80.0
3962,55.0
12556,48.0
3703,314.0
1230,38.0
10295,50.0
204,68.0
8641,79.0
504,60.0
12011,53.0
4596,50.0
687,75.0
4604,110.0
14887,140.0
8180,48.0
8190,30.0
10689,15.0
2980,40.0
8782,34.0
15185,37.0
11169,85.0
15537,30.0
2781,21.0
15342,139.0
5499,74.0
7435,38.0
8946,29.0
14646,90.0
14067,35.0
10481,69.0
13767,110.0
3425,20.0
5404,26.0
14687,22.0
248,38.0
11637,99.0
2554,130.0
14664,59.0
6747,50.0
10250,25.0
11208,38.0
768,31.0
15244,33.0
5716,20.0
6738,149.0
11076,32.0
13117,35.0
11840,290.0
10368,121.0
11946,30.0
8235,28.0
10486,53.0
4268,35.0
6952,139.0
7055,26.0
14989,25.0
8766,69.0
15564,50.0
909,250.0
9407,30.0
2448,50.0
14403,23.0
12022,180.0
4731,79.0
15366,25.0
12064,30.0
12953,40.0
4394,30.0
11081,65.0
4041,21.0
15620,33.0
13408,50.0
6933,55.0
9900,265.0
3795,250.0
14336,128.0
2858,40.0
4221,25.0
5198,150.0
12059,32.0
10428,140.0
2059,79.0
4147,100.0
3978,70.0
4235,70.0
2298,25.0
2071,30.0
1588,58.0
6090,25.0
15549,30.0
9289,40.0
5519,77.0
13532,54.0
4961,37.0
1717,50.0
13649,32.0
6095,37.0
5586,45.0
13569,12.0
8805,65.0
8284,35.0
10966,69.0
8292,29.0
4050,20.0
13762,63.0
11132,150.0
316,46.0
818,30.0
7778,145.0
1075,37.0
5023,60.0
3237,49.0
14865,75.0
6890,34.0
13604,80.0
11181,90.0
13586,60.0
13712,40.0
13028,25.0
5899,90.0
4027,45.0
6101,28.0
15343,150.0
2467,45.0
3406,33.0
12671,35.0
14079,94.0
4358,40.0
12421,40.0
11943,19.0
10383,74.0
7609,63.0
6347,48.0
4561,43.0
14599,25.0
13559,55.0
9159,50.0
4133,25.0
13992,57.0
13164,65.0
15068,40.0
10917,45.0
2419,30.0
12054,80.0
1453,45.0
9719,45.0
3995,15.0
3736,40.0
10150,35.0
6276,59.0
4435,92.0
1994,40.0
14922,20.0
8626,14.0
6287,22.0
5438,45.0
2943,70.0
1623,69.0
11548,95.0
11624,114.0
11365,65.0
3141,45.0
2260,275.0
11328,70.0
2853,69.0
1336,50.0
3774,20.0
3318,60.0
10157,43.0
1979,45.0
7295,35.0
3431,35.0
15226,55.0
8847,55.0
11842,59.0
1466,80.0
6661,66.0
11334,42.0
4335,240.0
1250,69.0
6866,30.0
6167,33.0
9671,52.0
12297,25.0
4518,25.0
6545,135.0
7644,70.0
2281,55.0
12779,83.0
8034,90.0
6624,50.0
10548,29.0
1178,21.0
1916,36.0
9180,40.0
7470,25.0
4649,120.0
12156,58.0
12864,55.0
3057,24.0
5249,25.0
10749,25.0
3857,72.0
9963,30.0
13247,80.0
7921,25.0
8638,25.0
2809,65.0
10333,80.0
14555,24.0
10429,22.0
13274,36.0
1718,28.0
9779,240.0
12313,150.0
839,25.0
13057,50.0
6111,40.0
10604,14.0
5612,65.0
8123,85.0
14906,40.0
1412,49.0
10630,32.0
3557,30.0
9694,34.0
526,55.0
8087,33.0
9323,100.0
13733,35.0
7447,35.0
8568,45.0
757,35.0
5764,120.0
7605,80.0
11569,50.0
14266,85.0
12612,88.0
309,24.0
5994,40.0
7510,52.0
8773,20.0
2303,20.0
603,119.0
7462,67.0
4439,35.0
8872,30.0
9510,229.0
14368,67.0
5495,59.0
2515,20.0
12961,155.0
4278,65.0
14657,20.0
3699,32.0
8171,39.0
4864,100.0
12040,110.0
12615,24.0
7670,35.0
11367,15.0
12111,40.0
4456,19.0
2630,24.0
4828,110.0
314,65.0
11450,25.0
9135,50.0
7473,26.0
4570,100.0
4164,22.0
8263,45.0
12076,27.0
12618,30.0
11242,76.0
10001,125.0
13752,75.0
5054,18.0
15426,35.0
2238,40.0
6192,63.0
11800,24.0
6616,56.0
7672,42.0
11604,100.0
3282,30.0
4932,70.0
12228,48.0
9569,112.0
792,90.0
913,85.0
874,60.0
14523,30.0
12830,118.0
537,55.0
7936,35.0
14501,50.0
2837,89.0
5426,35.0
3667,28.0
1152,50.0
14727,30.0
2477,45.0
502,49.0
10055,20.0
13216,45.0
13032,86.0
7330,35.0
4470,27.0
6865,56.0
9866,90.0
7044,35.0
5848,80.0
12601,60.0
947,30.0
5617,50.0
7068,65.0
3239,45.0
3488,35.0
4741,28.0
9555,20.0
12289,49.0
8690,45.0
4138,44.0
14234,59.0
5809,62.0
15250,66.0
2150,50.0
13986,25.0
4000,40.0
13708,25.0
9195,40.0
2924,35.0
2661,32.0
13122,35.0
7817,75.0
1361,45.0
14921,32.0
255,162.0
10371,39.0
3481,25.0
12789,40.0
10198,22.0
2730,25.0
12140,70.0
7626,120.0
14817,29.0
8587,40.0
3249,25.0
9856,60.0
13638,36.0
13085,30.0
7835,80.0
9394,49.0
11177,59.0
13337,70.0
243,40.0
8111,31.0
732,75.0
3108,50.0
4251,34.0
7034,20.0
3501,30.0
11650,40.0
10798,100.0
1292,25.0
10958,92.0
12175,120.0
11437,95.0
9887,100.0
8906,62.0
15647,84.0
7347,32.0
13647,26.0
14645,56.0
12521,140.0
12950,90.0
9010,59.0
13393,20.0
5338,60.0
11006,29.0
7597,45.0
9094,30.0
15646,35.0
12321,44.0
15340,50.0
8446,45.0
4522,30.0
10651,40.0
1878,68.0
10786,30.0
12745,35.0
9789,75.0
11245,34.0
5798,89.0
3810,75.0
14020,100.0
2885,350.0
13442,32.0
15157,26.0
6433,50.0
3790,40.0
10920,40.0
8417,55.0
14680,19.0
2695,48.0
1067,65.0
9976,96.0
4131,39.0
8485,116.0
7625,25.0
348,70.0
4111,18.0
1142,52.0
332,105.0
11371,54.0
3076,41.0
9550,70.0
15650,63.0
879,85.0
14735,30.0
12246,60.0
5424,25.0
9226,90.0
6479,35.0
3624,65.0
882,240.0
13687,93.0
15022,180.0
8242,40.0
7902,28.0
14075,55.0
11978,50.0
4051,106.0
11497,90.0
7590,10.0
6676,40.0
12683,46.0
10719,48.0
14175,65.0
15245,30.0
9959,45.0
15502,39.0
2613,40.0
14624,280.0
3429,20.0
4372,29.0
6733,60.0
5910,38.0
12878,80.0
9652,38.0
13429,80.0
8150,30.0
13053,28.0
14337,35.0
1788,40.0
11424,35.0
15385,27.0
6672,50.0
800,55.0
12316,70.0
12894,120.0
3626,60.0
13439,69.0
5141,17.0
15200,35.0
13865,18.0
89,250.0
3100,100.0
9264,50.0
1350,32.0
14796,46.0
6343,30.0
11131,39.0
10500,49.0
7212,69.0
730,75.0
9489,53.0
3035,80.0
3263,45.0
15077,55.0
2900,129.0
6736,70.0
1709,20.0
10556,80.0
9104,31.0
8569,50.0
3817,23.0
923,160.0
1416,150.0
8728,52.0
6759,40.0
9574,90.0
740,70.0
1151,55.0
10257,70.0
4650,55.0
6598,40.0
6721,30.0
13019,140.0
7770,65.0
3197,25.0
6574,59.0
13175,20.0
11219,45.0
4092,105.0
487,80.0
2855,29.0
3073,20.0
3072,38.0
3248,55.0
785,35.0
10027,75.0
451,50.0
13105,54.0
14445,79.0
7640,25.0
3447,35.0
13418,80.0
2417,65.0
4090,45.0
7297,25.0
10042,25.0
10253,70.0
9706,50.0
13081,55.0
545,63.0
8549,62.0
15255,45.0
14505,70.0
5984,100.0
2764,50.0
6928,70.0
12893,55.0
13420,38.0
8779,149.0
283,72.0
12119,40.0
2122,39.0
2955,51.0
3714,130.0
2031,55.0
4493,175.0
4990,75.0
14977,115.0
9259,48.0
14454,45.0
14225,29.0
13575,119.0
15241,14.0
1116,100.0
1872,40.0
11271,55.0
2155,60.0
3321,20.0
13732,65.0
8018,30.0
7730,55.0
3974,20.0
2976,125.0
10326,60.0
4598,23.0
4491,30.0
614,39.0
2028,45.0
2083,27.0
9338,42.0
8282,28.0
11661,49.0
11008,225.0
11191,55.0
9452,53.0
611,25.0
2510,38.0
8652,40.0
13884,25.0
4803,60.0
4591,80.0
3707,30.0
13237,110.0
9204,65.0
9552,96.0
1532,35.0
11994,45.0
12184,40.0
183,100.0
10542,20.0
3989,43.0
13339,80.0
6560,29.0
12708,95.0
14477,130.0
11434,50.0
9052,49.0
1850,35.0
1633,90.0
11945,179.0
8967,65.0
9986,45.0
2347,75.0
304,50.0
107,25.0
8309,34.0
13887,32.0
11327,22.0
10288,60.0
11356,30.0
15616,27.0
3172,120.0
11657,46.0
2865,99.0
8146,20.0
10559,20.0
9301,55.0
5326,40.0
7938,33.0
14144,60.0
10677,36.0
14486,25.0
10143,25.0
10658,25.0
4188,77.0
5013,44.0
13006,85.0
11704,19.0
9099,20.0
12505,29.0
9752,49.0
6657,40.0
9223,31.0
12087,125.0
8713,99.0
15104,49.0
11876,73.0
2823,36.0
13430,89.0
1016,70.0
5693,55.0
10841,35.0
159,35.0
3960,55.0
6520,110.0
12681,100.0
6066,103.0
14349,34.0
14595,100.0
2346,35.0
2447,50.0
12742,49.0
5611,42.0
14636,35.0
14720,53.0
2463,34.0
9568,200.0
2967,50.0
3016,80.0
14371,130.0
1,41.0
8351,78.0
1046,56.0
10018,120.0
2213,109.0
14313,70.0
6602,49.0
15098,55.0
12660,50.0
9336,35.0
10092,64.0
8710,40.0
3924,32.0
3816,130.0
11855,33.0
4875,72.0
15091,20.0
2958,180.0
13038,49.0
10491,75.0
14918,33.0
14237,30.0
6056,99.0
12578,79.0
6110,49.0
1320,26.0
1928,99.0
14396,34.0
7993,30.0
4182,40.0
1158,45.0
1497,140.0
1493,25.0
9721,52.0
4438,21.0
2439,25.0
11579,75.0
9929,55.0
4844,70.0
5565,25.0
5256,42.0
4495,46.0
3257,25.0
4802,22.0
11719,89.0
5770,130.0
5571,35.0
14203,50.0
3796,75.0
10111,55.0
8081,50.0
4877,75.0
15483,30.0
472,30.0
10820,44.0
6400,66.0
4067,35.0
9979,44.0
9624,25.0
8486,80.0
5455,80.0
12053,140.0
10573,49.0
15256,70.0
9224,45.0
13378,30.0
6740,90.0
15307,35.0
7187,55.0
5276,25.0
15686,49.0
13279,60.0
7694,69.0
13427,89.0
4232,40.0
13323,40.0
5841,43.0
14058,120.0
10671,45.0
14044,37.0
5861,76.0
14354,78.0
648,30.0
10195,16.0
8953,60.0
10514,170.0
12799,15.0
5692,60.0
609,46.0
4325,48.0
5715,49.0
9541,45.0
9557,70.0
10657,69.0
7870,50.0
8074,40.0
8536,60.0
11318,45.0
6376,32.0
2136,55.0
5687,70.0
7151,35.0
8452,40.0
7131,36.0
2796,50.0
14970,59.0
1365,35.0
2624,38.0
2887,100.0
5772,110.0
11874,50.0
11018,25.0
12554,45.0
7132,45.0
12403,29.0
14960,42.0
2919,55.0
5394,118.0
2592,77.0
3130,32.0
11867,22.0
13640,200.0
6951,27.0
11195,39.0
10472,26.0
1591,70.0
10192,30.0
10252,60.0
12099,100.0
8421,75.0
11490,20.0
12287,59.0
9730,70.0
8404,60.0
6267,30.0
6825,50.0
7683,46.0
10861,13.0
12996,8.0
6241,35.0
7476,49.0
13255,23.0
5083,45.0
13928,27.0
5232,40.0
13029,50.0
15376,78.0
3653,35.0
2920,147.0
3305,20.0
6226,55.0
11906,40.0
6631,45.0
7967,75.0
313,90.0
1247,37.0
15629,52.0
10669,49.0
2690,85.0
13368,125.0
10965,129.0
14637,115.0
10898,45.0
1289,33.0
4945,39.0
3587,40.0
10540,33.0
11758,75.0
6929,25.0
2542,11.0
5335,40.0
2126,20.0
11958,90.0
13437,36.0
10435,40.0
7722,99.0
15492,42.0
2201,66.0
7682,44.0
11771,22.0
14074,40.0
14678,105.0
1157,25.0
11020,150.0
15036,49.0
13169,100.0
11033,30.0
3959,55.0
9397,50.0
1312,33.0
13870,140.0
12093,38.0
12211,60.0
5308,11.0
14822,69.0
1922,55.0
3753,35.0
652,24.0
1173,100.0
9210,16.0
2550,25.0
3416,59.0
9398,33.0
1049,90.0
15602,55.0
1935,200.0
13094,100.0
4705,45.0
2487,30.0
5379,105.0
4837,75.0
1266,25.0
6568,69.0
1370,70.0
10207,45.0
355,23.0
10763,35.0
2965,50.0
576,15.0
3266,36.0
13233,40.0
11114,80.0
6091,26.0
90,39.0
14593,50.0
4461,35.0
8725,30.0
10635,25.0
2191,45.0
8192,100.0
10616,20.0
11162,45.0
6350,50.0
12147,50.0
7960,120.0
13193,25.0
4489,25.0
14503,35.0
5043,120.0
9003,30.0
1464,32.0
12012,104.0
7800,70.0
8783,55.0
6316,35.0
12088,50.0
14452,120.0
957,15.0
11035,67.0
5969,11.0
2290,23.0
9433,55.0
10647,36.0
14219,169.0
14770,250.0
10529,120.0
4562,58.0
11871,30.0
14188,22.0
7721,55.0
8879,80.0
14063,20.0
616,90.0
7756,109.0
12669,30.0
11967,69.0
4941,55.0
1278,40.0
10388,35.0
232,100.0
1279,50.0
7855,35.0
1871,150.0
1078,45.0
9592,80.0
13969,70.0
3993,20.0
1642,59.0
2318,40.0
14273,60.0
9221,31.0
8686,80.0
12948,55.0
13745,30.0
9764,35.0
15553,93.0
4336,48.0
13385,35.0
5872,80.0
7023,25.0
5475,42.0
13775,40.0
13689,75.0
14160,50.0
7512,60.0
7696,200.0
2505,25.0
4178,100.0
5078,23.0
3623,62.0
8127,180.0
6904,49.0
12160,46.0
2194,30.0
11561,50.0
3299,100.0
7544,66.0
6491,90.0
8482,68.0
4366,25.0
9106,50.0
14246,30.0
4636,25.0
9126,39.0
2499,45.0
6752,99.0
11273,24.0
3610,64.0
11293,40.0
5713,100.0
7418,56.0
8621,35.0
194,65.0
615,90.0
5801,110.0
8561,655.0
12397,70.0
2903,45.0
3851,240.0
15415,30.0
7107,95.0
4073,99.0
5975,105.0
9991,79.0
15144,180.0
8477,28.0
15302,70.0
6448,45.0
5730,25.0
7483,18.0
6612,65.0
2431,28.0
2300,55.0
13819,70.0
12616,40.0
7813,49.0
6295,52.0
3724,38.0
613,35.0
7480,28.0
14669,50.0
6417,65.0
11621,63.0
11959,159.0
7838,97.0
3360,25.0
1494,25.0
11985,60.0
2197,55.0
5613,50.0
2207,70.0
8103,25.0
7761,140.0
3297,30.0
4454,229.0
9345,30.0
10081,50.0
9442,50.0
5973,40.0
7026,20.0
578,379.0
3944,100.0
1339,70.0
11612,25.0
6637,75.0
2593,30.0
8604,30.0
12152,29.0
8515,145.0
1557,150.0
14978,29.0
10728,35.0
4665,39.0
2313,69.0
6126,70.0
14738,18.0
3918,35.0
9619,30.0
1521,17.0
11805,39.0
2176,150.0
13236,28.0
5946,40.0
13755,125.0
6988,15.0
12298,100.0
6345,77.0
12598,107.0
7184,30.0
14183,50.0
553,45.0
8671,38.0
5224,55.0
14069,60.0
5494,30.0
3805,55.0
4485,29.0
12280,70.0
1409,55.0
13584,80.0
119,80.0
2987,17.0
9814,19.0
9884,51.0
10329,85.0
1063,109.0
8939,29.0
10140,51.0
3449,58.0
10694,12.0
2869,79.0
14201,299.0
14588,55.0
2025,49.0
12491,80.0
3038,80.0
10448,30.0
4015,50.0
9184,35.0
13410,61.0
4719,45.0
5175,45.0
8606,55.0
11019,45.0
3173,62.0
6589,42.0
11708,50.0
9658,53.0
2784,60.0
6492,56.0
256,41.0
7280,80.0
5292,58.0
3564,119.0
11862,95.0
11116,55.0
15505,18.0
416,39.0
5411,35.0
5004,59.0
3106,38.0
6606,45.0
8438,72.0
9447,40.0
7965,30.0
6042,35.0
2744,35.0
991,49.0
4116,50.0
6961,80.0
14761,97.0
11026,30.0
11779,95.0
2970,40.0
3458,300.0
1988,30.0
10991,14.0
7955,25.0
1963,100.0
5526,65.0
15132,50.0
1533,105.0
867,59.0
10724,120.0
10510,30.0
8984,40.0
10615,37.0
9891,68.0
11787,44.0
11069,44.0
6818,69.0
6655,120.0
10268,85.0
2173,60.0
15318,39.0
2962,155.0
8947,70.0
10482,45.0
12534,22.0
638,79.0
15251,31.0
6668,20.0
4200,30.0
9239,60.0
7061,16.0
11837,96.0
3781,33.0
8182,50.0
15296,100.0
4606,110.0
1477,60.0
7208,45.0
9591,36.0
6447,45.0
6689,70.0
3786,80.0
11895,68.0
6787,59.0
5503,23.0
9778,120.0
14932,40.0
14650,170.0
3103,35.0
12063,24.0
10456,35.0
2451,95.0
7606,115.0
10420,50.0
3273,34.0
12842,50.0
2276,35.0
1756,45.0
2372,32.0
12603,52.0
7432,115.0
13290,85.0
6502,57.0
1353,42.0
3853,25.0
8577,50.0
12947,55.0
2907,100.0
3928,35.0
13972,30.0
6020,150.0
13785,68.0
11781,50.0
9604,23.0
8720,30.0
5707,50.0
